Time,Channel A,Channel B
(s),(mV),(V)

9.86666718,10.59089000,-0.02197534
10.00000052,10.69466000,0.00000000
10.13333386,11.48822000,-0.01220852
10.26666720,10.65804000,-0.02197534
10.40000054,10.79844000,-0.01220852
10.53333388,11.41497000,0.00000000
10.66666722,10.59089000,-0.01220852
10.80000056,10.65804000,-0.01220852
10.93333390,11.38445000,0.01953363
11.06666724,10.55427000,0.00000000
11.20000058,10.65804000,0.00976682
11.33333392,11.38445000,0.00000000
11.46666726,10.82896000,0.00000000
11.60000060,10.65804000,0.00000000
11.73333395,11.45159000,0.00000000
11.86666729,10.59089000,-0.01220852
12.00000063,10.72519000,-0.02197534
12.13333397,11.48822000,0.00000000
12.26666731,10.79844000,0.01953363
12.40000065,10.55427000,-0.02197534
12.53333399,11.48822000,-0.01220852
12.66666733,10.69466000,0.01953363
12.80000067,10.79844000,-0.01220852
12.93333401,11.41497000,-0.01220852
13.06666735,10.62141000,-0.02197534
13.20000069,10.59089000,0.00976682
13.33333403,11.41497000,0.01953363
13.46666737,10.72519000,0.00976682
13.60000071,10.69466000,-0.01220852
13.73333405,11.65914000,-0.02197534
13.86666739,10.62141000,-0.01220852
14.00000073,10.48712000,0.00976682
14.13333407,11.45159000,0.01953363
14.26666741,10.62141000,-0.02197534
14.40000075,10.59089000,0.00000000
14.53333409,11.38445000,0.00000000
14.66666743,10.69466000,-0.01220852
14.80000077,10.62141000,-0.01220852
14.93333411,11.62251000,0.01953363
15.06666745,10.69466000,0.01953363
15.20000079,10.59089000,0.00000000
15.33333413,11.41497000,0.01953363
15.46666747,10.76181000,-0.02197534
15.60000081,10.38335000,0.00976682
15.73333415,11.55537000,0.01953363
15.86666749,10.76181000,0.00976682
16.00000083,10.51764000,-0.01220852
16.13333417,11.48822000,-0.01220852
16.26666752,10.76181000,0.00976682
16.40000086,10.59089000,0.00000000
16.53333420,11.51874000,0.01953363
16.66666754,10.65804000,0.00000000
16.80000088,10.59089000,-0.02197534
16.93333422,11.34782000,0.00000000
17.06666756,10.76181000,0.00000000
17.20000090,10.48712000,0.00000000
17.33333424,11.31120000,-0.02197534
17.46666758,10.62141000,0.00976682
17.60000092,10.48712000,-0.01220852
17.73333426,11.41497000,0.00000000
17.86666760,10.79844000,-0.02197534
18.00000094,10.55427000,-0.01220852
18.13333428,11.31120000,0.00976682
18.26666762,10.93273000,0.01953363
18.40000096,10.34672000,-0.01220852
18.53333430,11.34782000,0.00000000
18.66666764,10.82896000,0.00000000
18.80000098,10.45049000,0.00976682
18.93333432,11.41497000,0.00976682
19.06666766,10.79844000,-0.01220852
19.20000100,10.41997000,-0.01220852
19.33333434,11.34782000,-0.01220852
19.46666768,10.82896000,-0.01220852
19.60000102,10.41997000,-0.01220852
19.73333436,11.45159000,0.00976682
19.86666770,10.86558000,-0.01220852
20.00000104,10.55427000,0.00976682
20.13333438,11.34782000,0.00976682
20.26666772,10.79844000,0.00000000
20.40000106,10.21243000,0.00976682
20.53333440,11.34782000,-0.02197534
20.66666774,10.86558000,-0.01220852
20.80000108,10.27957000,0.00000000
20.93333443,11.31120000,0.00000000
21.06666777,10.86558000,-0.01220852
21.20000111,10.48712000,-0.02197534
21.33333445,11.31120000,0.00976682
21.46666779,10.76181000,-0.01220852
21.60000113,10.45049000,-0.01220852
21.73333447,11.31120000,0.00000000
21.86666781,11.00598000,0.00976682
22.00000115,10.31620000,0.00000000
22.13333449,11.41497000,0.01953363
22.26666783,10.93273000,0.00976682
22.40000117,10.41997000,0.00000000
22.53333451,11.21353000,-0.01220852
22.66666785,10.93273000,0.00000000
22.80000119,10.31620000,-0.01220852
22.93333453,11.24405000,0.00000000
23.06666787,10.96936000,-0.01220852
23.20000121,10.24295000,-0.01220852
23.33333455,11.34782000,0.00976682
23.46666789,10.90221000,0.00000000
23.60000123,10.24295000,0.00000000
23.73333457,11.24405000,0.00000000
23.86666791,10.93273000,0.00000000
24.00000125,10.41997000,0.00000000
24.13333459,11.28067000,0.00000000
24.26666793,11.03650000,-0.02197534
24.40000127,10.21243000,-0.01220852
24.53333461,11.31120000,0.01953363
24.66666795,10.96936000,0.00000000
24.80000129,10.27957000,0.00000000
24.93333463,11.24405000,0.00000000
25.06666797,10.86558000,0.00000000
25.20000131,10.17580000,-0.02197534
25.33333465,11.38445000,0.00976682
25.46666799,11.03650000,-0.01220852
25.60000134,10.17580000,0.00000000
25.73333468,11.31120000,0.00000000
25.86666802,11.03650000,0.00000000
26.00000136,10.24295000,0.00000000
26.13333470,11.17690000,0.01953363
26.26666804,11.03650000,0.00000000
26.40000138,10.27957000,-0.01220852
26.53333472,11.31120000,0.00000000
26.66666806,10.90221000,-0.01220852
26.80000140,10.34672000,0.00000000
26.93333474,11.24405000,-0.02197534
27.06666808,10.86558000,-0.01220852
27.20000142,10.31620000,0.00000000
27.33333476,11.14028000,-0.03174216
27.46666810,10.96936000,0.00000000
27.60000144,10.21243000,-0.01220852
27.73333478,11.21353000,0.00000000
27.86666812,10.93273000,0.00000000
28.00000146,10.31620000,0.00000000
28.13333480,11.31120000,0.00000000
28.26666814,10.86558000,0.00000000
28.40000148,10.31620000,0.00976682
28.53333482,11.31120000,-0.01220852
28.66666816,11.03650000,0.01953363
28.80000150,10.38335000,0.00000000
28.93333484,11.14028000,0.00976682
29.06666818,10.86558000,0.00000000
29.20000152,10.24295000,-0.01220852
29.33333486,11.14028000,0.00000000
29.46666820,10.82896000,0.01953363
29.60000154,10.34672000,-0.02197534
29.73333488,11.38445000,0.00976682
29.86666822,10.79844000,-0.01220852
30.00000156,10.24295000,0.00000000
30.13333490,11.24405000,0.00000000
30.26666825,11.00598000,-0.01220852
30.40000159,10.41997000,-0.03174216
30.53333493,11.38445000,0.00976682
30.66666827,10.86558000,0.00000000
30.80000161,10.24295000,-0.01220852
30.93333495,11.31120000,0.00976682
31.06666829,10.90221000,-0.02197534
31.20000163,10.31620000,-0.01220852
31.33333497,11.14028000,-0.02197534
31.46666831,11.07313000,0.00976682
31.60000165,10.31620000,0.00000000
31.73333499,11.24405000,0.00976682
31.86666833,10.82896000,0.00976682
32.00000167,10.27957000,-0.01220852
32.13333501,11.38445000,-0.01220852
32.26666835,11.00598000,0.00976682
32.40000169,10.31620000,-0.01220852
32.53333503,11.38445000,-0.01220852
32.66666837,10.82896000,0.00000000
32.80000171,10.45049000,-0.03174216
32.93333505,11.31120000,0.01953363
33.06666839,10.86558000,-0.01220852
33.20000173,10.31620000,0.00976682
33.33333507,11.31120000,0.00976682
33.46666841,10.86558000,0.00000000
33.60000175,10.34672000,0.00976682
33.73333509,11.17690000,0.00000000
33.86666843,10.90221000,0.00000000
34.00000177,10.41997000,0.00000000
34.13333511,11.41497000,-0.01220852
34.26666845,10.90221000,-0.01220852
34.40000179,10.31620000,0.00000000
34.53333513,11.14028000,-0.01220852
34.66666847,10.86558000,0.00000000
34.80000181,10.38335000,0.00976682
34.93333516,11.38445000,0.00976682
35.06666850,11.00598000,0.00000000
35.20000184,10.34672000,-0.01220852
35.33333518,11.28067000,0.00000000
35.46666852,10.96936000,-0.01220852
35.60000186,10.31620000,0.00000000
35.73333520,11.28067000,0.00000000
35.86666854,11.03650000,-0.01220852
36.00000188,10.24295000,-0.01220852
36.13333522,11.38445000,0.01953363
36.26666856,10.79844000,-0.01220852
36.40000190,10.41997000,0.00000000
36.53333524,11.17690000,0.00976682
36.66666858,10.90221000,0.00976682
36.80000192,10.38335000,0.00000000
36.93333526,11.41497000,-0.03174216
37.06666860,10.86558000,-0.01220852
37.20000194,10.31620000,0.00000000
37.33333528,11.38445000,-0.02197534
37.46666862,10.96936000,-0.03174216
37.60000196,10.38335000,0.00976682
37.73333530,11.28067000,-0.01220852
37.86666864,10.93273000,-0.01220852
38.00000198,10.34672000,0.01953363
38.13333532,11.34782000,-0.01220852
38.26666866,10.96936000,-0.02197534
38.40000200,10.34672000,0.00000000
38.53333534,11.21353000,0.00976682
38.66666868,10.93273000,0.00976682
38.80000202,10.34672000,0.00976682
38.93333536,11.21353000,-0.01220852
39.06666870,10.96936000,0.00000000
39.20000204,10.38335000,0.00000000
39.33333538,11.21353000,0.00000000
39.46666873,11.14028000,0.00976682
39.60000207,10.21243000,-0.01220852
39.73333541,11.10975000,-0.02197534
39.86666875,10.86558000,0.00976682
40.00000209,10.41997000,0.00000000
40.13333543,11.28067000,0.00000000
40.26666877,10.96936000,-0.02197534
40.40000211,10.34672000,-0.01220852
40.53333545,11.28067000,0.00000000
40.66666879,11.21353000,0.00976682
40.80000213,10.31620000,0.00000000
40.93333547,11.17690000,-0.03174216
41.06666881,11.07313000,0.01953363
41.20000215,10.45049000,-0.02197534
41.33333549,11.21353000,0.00000000
41.46666883,11.00598000,-0.01220852
41.60000217,10.34672000,0.00000000
41.73333551,11.24405000,0.00000000
41.86666885,11.14028000,-0.01220852
42.00000219,10.38335000,-0.01220852
42.13333553,11.10975000,-0.02197534
42.26666887,11.10975000,-0.02197534
42.40000221,10.24295000,-0.02197534
42.53333555,11.17690000,-0.01220852
42.66666889,11.07313000,-0.03174216
42.80000223,10.27957000,0.00976682
42.93333557,11.28067000,-0.01220852
43.06666891,11.14028000,-0.01220852
43.20000225,10.31620000,0.00976682
43.33333559,11.17690000,-0.01220852
43.46666893,11.17690000,-0.02197534
43.60000227,10.21243000,0.00976682
43.73333561,11.17690000,0.00976682
43.86666895,11.07313000,0.00000000
44.00000229,10.31620000,-0.02197534
44.13333564,11.10975000,0.01953363
44.26666898,11.24405000,-0.01220852
44.40000232,10.27957000,0.00976682
44.53333566,11.14028000,-0.01220852
44.66666900,11.00598000,-0.02197534
44.80000234,10.38335000,-0.02197534
44.93333568,11.14028000,-0.01220852
45.06666902,11.14028000,0.00000000
45.20000236,10.41997000,0.00976682
45.33333570,11.10975000,0.00000000
45.46666904,11.21353000,0.00000000
45.60000238,10.17580000,0.00976682
45.73333572,11.10975000,-0.01220852
45.86666906,11.17690000,-0.01220852
46.00000240,10.34672000,0.00000000
46.13333574,11.10975000,0.00000000
46.26666908,11.34782000,-0.01220852
46.40000242,10.34672000,0.00000000
46.53333576,11.17690000,0.01953363
46.66666910,11.07313000,-0.01220852
46.80000244,10.38335000,0.00000000
46.93333578,11.03650000,-0.01220852
47.06666912,11.21353000,-0.02197534
47.20000246,10.48712000,-0.01220852
47.33333580,10.93273000,0.01953363
47.46666914,11.38445000,0.00976682
47.60000248,10.34672000,-0.01220852
47.73333582,11.07313000,0.01953363
47.86666916,11.28067000,0.00976682
48.00000250,10.55427000,0.00000000
48.13333584,11.10975000,-0.02197534
48.26666918,11.21353000,0.00000000
48.40000252,10.48712000,0.00976682
48.53333586,11.03650000,0.00000000
48.66666920,11.31120000,0.00976682
48.80000255,10.38335000,-0.01220852
48.93333589,11.00598000,0.00000000
49.06666923,11.24405000,0.00000000
49.20000257,10.51764000,-0.01220852
49.33333591,10.96936000,0.00976682
49.46666925,11.31120000,-0.01220852
49.60000259,10.48712000,0.01953363
49.73333593,10.96936000,-0.02197534
49.86666927,11.38445000,0.00976682
50.00000261,10.41997000,-0.01220852
50.13333595,10.90221000,0.00000000
50.26666929,11.41497000,-0.01220852
50.40000263,10.62141000,-0.01220852
50.53333597,10.90221000,0.00000000
50.66666931,11.45159000,-0.01220852
50.80000265,10.41997000,-0.03174216
50.93333599,10.90221000,-0.01220852
51.06666933,11.38445000,0.00000000
51.20000267,10.48712000,0.01953363
51.33333601,10.86558000,0.00000000
51.46666935,11.48822000,0.01953363
51.60000269,10.72519000,0.00000000
51.73333603,10.93273000,0.00000000
51.86666937,11.48822000,0.00000000
52.00000271,10.51764000,-0.01220852
52.13333605,10.79844000,0.00000000
52.26666939,11.48822000,0.00000000
52.40000273,10.59089000,0.00000000
52.53333607,10.90221000,0.01953363
52.66666941,11.51874000,0.00976682
52.80000275,10.59089000,0.00000000
52.93333609,10.72519000,0.00976682
53.06666943,11.51874000,0.00000000
53.20000277,10.62141000,-0.02197534
53.33333611,10.76181000,-0.01220852
53.46666946,11.48822000,0.00000000
53.60000280,10.48712000,-0.01220852
53.73333614,10.62141000,0.00000000
53.86666948,11.51874000,-0.01220852
54.00000282,10.51764000,-0.01220852
54.13333616,10.82896000,0.01953363
54.26666950,11.34782000,0.01953363
54.40000284,10.62141000,-0.01220852
54.53333618,10.69466000,-0.01220852
54.66666952,11.48822000,0.00000000
54.80000286,10.59089000,0.00000000
54.93333620,10.69466000,-0.03174216
55.06666954,11.51874000,0.00000000
55.20000288,10.65804000,-0.03174216
55.33333622,10.65804000,-0.01220852
55.46666956,11.45159000,-0.01220852
55.60000290,10.69466000,-0.03174216
55.73333624,10.55427000,0.00976682
55.86666958,11.48822000,0.00976682
56.00000292,10.62141000,0.00976682
56.13333626,10.51764000,0.00976682
56.26666960,11.51874000,0.00000000
56.40000294,10.65804000,0.00000000
56.53333628,10.72519000,0.00000000
56.66666962,11.31120000,0.00000000
56.80000296,10.69466000,-0.01220852
56.93333630,10.59089000,0.00000000
57.06666964,11.48822000,-0.01220852
57.20000298,10.79844000,0.00000000
57.33333632,10.65804000,0.00000000
57.46666966,11.55537000,-0.01220852
57.60000300,10.69466000,0.00000000
57.73333634,10.45049000,-0.01220852
57.86666968,11.45159000,0.00000000
58.00000302,10.69466000,0.00000000
58.13333637,10.55427000,0.00000000
58.26666971,11.48822000,0.00000000
58.40000305,10.82896000,0.00000000
58.53333639,10.45049000,-0.01220852
58.66666973,11.48822000,0.00976682
58.80000307,10.76181000,0.04150897
58.93333641,10.41997000,0.00976682
59.06666975,11.34782000,-0.01220852
59.20000309,10.79844000,-0.01220852
59.33333643,10.59089000,0.00000000
59.46666977,11.38445000,-0.01220852
59.60000311,10.69466000,-0.01220852
59.73333645,10.51764000,0.00000000
59.86666979,11.38445000,0.00976682
60.00000313,10.65804000,0.00000000
60.13333647,10.55427000,-0.03174216
60.26666981,11.31120000,0.00000000
60.40000315,10.72519000,0.00000000
60.53333649,10.27957000,-0.01220852
60.66666983,11.45159000,0.01953363
60.80000317,10.72519000,0.00000000
60.93333651,10.48712000,0.00000000
61.06666985,11.24405000,-0.01220852
61.20000319,10.72519000,-0.01220852
61.33333653,10.59089000,0.00000000
61.46666987,11.31120000,0.00000000
61.60000321,10.93273000,-0.01220852
61.73333655,10.34672000,0.01953363
61.86666989,11.28067000,0.00000000
62.00000323,10.90221000,0.00976682
62.13333657,10.41997000,0.01953363
62.26666991,11.14028000,0.00976682
62.40000325,10.90221000,0.00976682
62.53333659,10.45049000,0.00000000
62.66666993,11.41497000,-0.02197534
62.80000328,10.90221000,0.00976682
62.93333662,10.34672000,-0.01220852
63.06666996,11.24405000,0.01953363
63.20000330,11.03650000,0.00000000
63.33333664,10.41997000,-0.01220852
63.46666998,11.34782000,-0.01220852
63.60000332,11.07313000,-0.01220852
63.73333666,10.13918000,0.00976682
63.86667000,11.28067000,0.01953363
64.00000334,10.96936000,0.00000000
64.13333668,10.34672000,0.00000000
64.26667002,11.07313000,0.00000000
64.40000336,10.93273000,-0.02197534
64.53333670,10.24295000,-0.02197534
64.66667004,11.34782000,-0.01220852
64.80000338,11.00598000,0.00000000
64.93333672,10.17580000,0.00976682
65.06667006,11.38445000,0.00976682
65.20000340,11.00598000,0.00976682
65.33333674,10.27957000,0.00976682
65.46667008,11.17690000,0.00976682
65.60000342,11.03650000,0.00000000
65.73333676,10.27957000,0.00000000
65.86667010,11.24405000,-0.02197534
66.00000344,11.03650000,0.00976682
66.13333678,10.34672000,0.00000000
66.26667012,11.34782000,-0.02197534
66.40000346,11.21353000,-0.01220852
66.53333680,10.34672000,0.00976682
66.66667014,11.24405000,-0.01220852
66.80000348,11.03650000,0.00976682
66.93333682,10.41997000,0.00976682
67.06667016,11.17690000,0.00000000
67.20000350,11.17690000,-0.02197534
67.33333685,10.27957000,0.00000000
67.46667019,11.28067000,0.00000000
67.60000353,11.03650000,0.00000000
67.73333687,10.13918000,0.00976682
67.86667021,11.14028000,-0.02197534
68.00000355,11.03650000,0.00000000
68.13333689,10.41997000,0.00976682
68.26667023,11.24405000,-0.02197534
68.40000357,11.14028000,-0.01220852
68.53333691,10.31620000,0.00000000
68.66667025,11.07313000,0.01953363
68.80000359,11.17690000,-0.01220852
68.93333693,10.38335000,0.00000000
69.06667027,11.31120000,0.00976682
69.20000361,11.14028000,0.00976682
69.33333695,10.24295000,-0.01220852
69.46667029,11.17690000,0.00976682
69.60000363,11.03650000,-0.01220852
69.73333697,10.38335000,0.00000000
69.86667031,11.21353000,0.00976682
70.00000365,11.14028000,-0.01220852
70.13333699,10.41997000,0.00000000
70.26667033,11.14028000,0.01953363
70.40000367,11.07313000,0.00000000
70.53333701,10.38335000,0.00976682
70.66667035,11.28067000,-0.02197534
70.80000369,11.21353000,0.00000000
70.93333703,10.27957000,0.00000000
71.06667037,11.21353000,0.00000000
71.20000371,11.10975000,-0.01220852
71.33333705,10.41997000,-0.01220852
71.46667039,11.31120000,0.00976682
71.60000373,11.07313000,0.00976682
71.73333707,10.27957000,-0.01220852
71.86667041,11.17690000,0.00976682
72.00000376,11.10975000,-0.01220852
72.13333710,10.31620000,0.00000000
72.26667044,11.17690000,0.00976682
72.40000378,11.10975000,0.01953363
72.53333712,10.34672000,0.00976682
72.66667046,11.28067000,0.00000000
72.80000380,11.07313000,0.00000000
72.93333714,10.38335000,0.00976682
73.06667048,11.21353000,0.01953363
73.20000382,11.03650000,-0.01220852
73.33333716,10.41997000,0.01953363
73.46667050,11.28067000,-0.01220852
73.60000384,11.07313000,0.00000000
73.73333718,10.21243000,0.00000000
73.86667052,11.21353000,0.01953363
74.00000386,11.17690000,-0.02197534
74.13333720,10.31620000,0.00976682
74.26667054,11.07313000,0.00000000
74.40000388,11.21353000,0.00000000
74.53333722,10.24295000,0.00000000
74.66667056,11.14028000,0.00000000
74.80000390,11.14028000,-0.01220852
74.93333724,10.21243000,-0.01220852
75.06667058,11.28067000,0.00000000
75.20000392,11.17690000,-0.01220852
75.33333726,10.38335000,-0.01220852
75.46667060,11.14028000,-0.01220852
75.60000394,11.03650000,-0.02197534
75.73333728,10.38335000,-0.02197534
75.86667062,11.00598000,11.91796000
76.00000396,11.17690000,11.90819000
76.13333730,10.41997000,11.90819000
76.26667064,11.10975000,11.92773000
76.40000398,11.00598000,11.89598000
76.53333732,10.59089000,11.88622000
76.66667067,11.07313000,11.90819000
76.80000401,11.00598000,11.89598000
76.93333735,10.51764000,11.89598000
77.06667069,10.96936000,11.91796000
77.20000403,11.07313000,11.92773000
77.33333737,10.69466000,11.91796000
77.46667071,11.17690000,11.90819000
77.60000405,11.03650000,11.88622000
77.73333739,10.55427000,11.91796000
77.86667073,11.07313000,11.93993000
78.00000407,11.17690000,11.91796000
78.13333741,10.59089000,11.91796000
78.26667075,11.00598000,11.89598000
78.40000409,11.03650000,11.89598000
78.53333743,10.48712000,11.90819000
78.66667077,10.93273000,11.89598000
78.80000411,11.14028000,11.90819000
78.93333745,10.59089000,11.91796000
79.06667079,11.10975000,11.89598000
79.20000413,11.28067000,11.90819000
79.33333747,10.51764000,11.90819000
79.46667081,10.96936000,11.91796000
79.60000415,11.21353000,11.88622000
79.73333749,10.41997000,11.90819000
79.86667083,10.96936000,11.92773000
80.00000417,11.24405000,11.91796000
80.13333751,10.55427000,11.89598000
80.26667085,11.03650000,11.90819000
80.40000419,11.14028000,11.88622000
80.53333753,10.59089000,11.89598000
80.66667087,10.96936000,11.92773000
80.80000421,11.14028000,11.89598000
80.93333755,10.59089000,11.90819000
81.06667089,11.07313000,11.91796000
81.20000423,11.21353000,11.90819000
81.33333758,10.48712000,11.92773000
81.46667092,11.00598000,11.91796000
81.60000426,11.24405000,11.92773000
81.73333760,10.59089000,11.91796000
81.86667094,10.96936000,11.90819000
82.00000428,11.21353000,11.91796000
82.13333762,10.62141000,11.90819000
82.26667096,10.93273000,11.90819000
82.40000430,11.03650000,11.91796000
82.53333764,10.69466000,11.90819000
82.66667098,10.93273000,11.91796000
82.80000432,11.10975000,11.89598000
82.93333766,10.62141000,11.88622000
83.06667100,10.90221000,11.90819000
83.20000434,11.10975000,11.90819000
83.33333768,10.59089000,11.92773000
83.46667102,10.86558000,11.91796000
83.60000436,11.14028000,11.89598000
83.73333770,10.79844000,11.93993000
83.86667104,10.82896000,11.90819000
84.00000438,11.10975000,11.91796000
84.13333772,10.69466000,11.89598000
84.26667106,10.82896000,11.90819000
84.40000440,11.28067000,11.90819000
84.53333774,10.69466000,11.91796000
84.66667108,10.90221000,11.89598000
84.80000442,11.17690000,11.91796000
84.93333776,10.82896000,11.92773000
85.06667110,10.86558000,11.90819000
85.20000444,11.24405000,11.91796000
85.33333778,10.82896000,11.91796000
85.46667112,10.86558000,11.89598000
85.60000446,11.34782000,11.92773000
85.73333780,10.79844000,11.91796000
85.86667114,10.86558000,11.89598000
86.00000449,11.28067000,11.93993000
86.13333783,10.72519000,11.88622000
86.26667117,10.86558000,11.90819000
86.40000451,11.28067000,11.90819000
86.53333785,10.76181000,11.90819000
86.66667119,10.76181000,11.90819000
86.80000453,11.21353000,11.91796000
86.93333787,10.72519000,11.91796000
87.06667121,10.72519000,11.90819000
87.20000455,11.21353000,11.91796000
87.33333789,10.72519000,11.91796000
87.46667123,10.82896000,11.90819000
87.60000457,11.24405000,11.92773000
87.73333791,10.93273000,11.89598000
87.86667125,10.76181000,11.89598000
88.00000459,11.34782000,11.89598000
88.13333793,10.72519000,11.90819000
88.26667127,10.72519000,11.92773000
88.40000461,11.45159000,11.87645000
88.53333795,10.76181000,11.93993000
88.66667129,10.79844000,11.90819000
88.80000463,11.38445000,11.90819000
88.93333797,10.82896000,11.91796000
89.06667131,10.69466000,11.91796000
89.20000465,11.17690000,11.92773000
89.33333799,10.79844000,11.90819000
89.46667133,10.72519000,11.91796000
89.60000467,11.31120000,11.89598000
89.73333801,10.82896000,11.91796000
89.86667135,10.82896000,11.90819000
90.00000469,11.34782000,11.90819000
90.13333803,10.69466000,11.90819000
90.26667137,10.72519000,11.90819000
90.40000471,11.24405000,11.91796000
90.53333806,10.76181000,11.90819000
90.66667140,10.76181000,11.90819000
90.80000474,11.24405000,11.92773000
90.93333808,10.62141000,11.90819000
91.06667142,10.86558000,11.89598000
91.20000476,11.41497000,11.91796000
91.33333810,10.76181000,11.90819000
91.46667144,10.86558000,11.89598000
91.60000478,11.38445000,11.89598000
91.73333812,10.90221000,11.91796000
91.86667146,11.00598000,11.90819000
92.00000480,11.17690000,11.90819000
92.13333814,10.79844000,11.91796000
92.26667148,10.79844000,11.92773000
92.40000482,11.41497000,11.91796000
92.53333816,10.69466000,11.92773000
92.66667150,10.86558000,11.90819000
92.80000484,11.34782000,11.90819000
92.93333818,10.82896000,11.89598000
93.06667152,10.79844000,11.91796000
93.20000486,11.21353000,11.90819000
93.33333820,10.72519000,11.91796000
93.46667154,10.76181000,11.88622000
93.60000488,11.24405000,11.91796000
93.73333822,10.76181000,11.91796000
93.86667156,10.79844000,11.91796000
94.00000490,11.28067000,11.91796000
94.13333824,10.72519000,11.92773000
94.26667158,10.93273000,11.91796000
94.40000492,11.24405000,11.88622000
94.53333826,10.82896000,11.90819000
94.66667160,10.76181000,11.89598000
94.80000494,11.28067000,11.92773000
94.93333828,10.72519000,11.90819000
95.06667162,10.86558000,11.91796000
95.20000497,11.28067000,11.90819000
95.33333831,10.79844000,11.89598000
95.46667165,10.93273000,11.90819000
95.60000499,11.34782000,11.90819000
95.73333833,10.82896000,11.90819000
95.86667167,10.72519000,11.92773000
96.00000501,11.10975000,11.90819000
96.13333835,10.69466000,11.90819000
96.26667169,10.82896000,11.91796000
96.40000503,11.31120000,11.89598000
96.53333837,10.69466000,11.90819000
96.66667171,10.72519000,11.89598000
96.80000505,11.28067000,11.90819000
96.93333839,10.72519000,11.91796000
97.06667173,10.93273000,11.90819000
97.20000507,11.28067000,11.92773000
97.33333841,10.62141000,11.89598000
97.46667175,10.93273000,11.91796000
97.60000509,11.28067000,11.91796000
97.73333843,10.69466000,11.91796000
97.86667177,10.90221000,11.90819000
98.00000511,11.34782000,11.90819000
98.13333845,10.76181000,11.92773000
98.26667179,10.96936000,11.90819000
98.40000513,11.21353000,11.90819000
98.53333847,10.59089000,11.94970000
98.66667181,10.90221000,11.92773000
98.80000515,11.34782000,11.91796000
98.93333849,10.79844000,11.88622000
99.06667183,10.86558000,11.91796000
99.20000517,11.34782000,11.91796000
99.33333851,10.79844000,11.91796000
99.46667185,10.96936000,11.91796000
99.60000519,11.24405000,11.91796000
99.73333853,10.62141000,11.89598000
99.86667188,10.96936000,11.94970000
100.00000522,11.28067000,11.92773000
100.13333856,10.76181000,11.89598000
100.26667190,10.93273000,11.90819000
100.40000524,11.21353000,11.90819000
100.53333858,10.93273000,11.90819000
100.66667192,10.93273000,11.91796000
100.80000526,11.17690000,11.91796000
100.93333860,10.79844000,11.88622000
101.06667194,10.90221000,11.90819000
101.20000528,11.31120000,11.88622000
101.33333862,10.69466000,11.91796000
101.46667196,11.03650000,11.91796000
